,Univ (i),Univ(j),Papers,Distance (ij),No Projects,Contribution Horizon,Web Of Science Name,Country,City,Nuts CODE,geolocation,No of WoS Papers (total),No of WoS Papers (2014-2020),No of WoS Papers (2021-2024),"Language (slav -1, other - 0)",Number of students enrolled in a year,Erasmus outgoing mobilities,Erasmus incoming mobilities,Erasmus total mobilities,"Position in International rankings (high 1, low 0)",avg contrib per project,contrib horizon % of total,,var1,var2,var3,var4,var5,var6,var7,var8,var9
50,Czech Technical University Prague,Poznan University of Medical Sciences,1,"435,7",7,2323038.57,Poznan University of Medical Sciences,PL,Poznan,PL415,"52.4094741,16.918422",19090,7260,5835,1,8000,528,425,953,0,331862.6529,0.333145728,,,,,,,,,,
51,Czech Technical University Prague,University of Zagreb,627,"1293,6",57,13961302.95,University of Zagreb,HR,Zagreb,HR050,"45.7982002,15.9703608",3515,1311,883,1,72480,,,,N/A,244935.1395,2.002183043,,,,,,,,,,
52,Czech Technical University Prague,University of Warmia & Mazury,1,"793,1",11,2215533.75,University of Warmia & Mazury,PL,OLSZTYN,PL622,"53.7766839,20.476507",21426,7088,4680,1,38350,4241,5123,9364,0,201412.1591,0.317728519,,,,,,,,,,
53,Czech Technical University Prague,University of Lodz,23,"514,3",17,2169549.13,University of Łódź,PL,LODZ,PL711,"51.8575538,19.4145321",10129,4147,2720,1,25000,804,1038,1842,0,127620.5371,0.311133889,,,,,,,,,,
54,Czech Technical University Prague,Wroclaw University of Environmental & Life Sciences,2,"293,2",8,2037715.48,Wroclaw University of Environmental & Life Sciences,PL,Wroclaw,PL514,"51.111086,17.0637697",25895,11422,7570,1,8000,1230,627,1857,0,254714.435,0.292227695,,,,,,,,,,
55,Czech Technical University Prague,Medical University of Warsaw,1,"644,2",4,1912047.45,Medical University of Warsaw,PL,Warszawa,PL911,"52.2337172,21.0714156104111",11524,5678,3695,1,9764,1323,551,1874,0,478011.8625,0.27420571,,,,,,,,,,
56,Czech Technical University Prague,Iuliu Hatieganu University of Medicine & Pharmacy,1,"996,8",13,2973457.64,Iuliu Hatieganu University of Medicine & Pharmacy,RO,Cluj-Napoca,RO113,"46.7693367,23.5900604",11524,5678,3695,0,7153,1323,551,1874,0,228727.5108,0.426421981,,,,,,,,,,
57,Czech Technical University Prague,Transylvania University of Brasov,775,"1227,4",7,1577328.75,Transylvania University of Brasov,RO,Brasov,RO122,"45.6453253,25.5887936",10697,4420,3058,0,20885,2031,1623,3654,0,225332.6786,0.226203879,,,,,,,,,,
58,Czech Technical University Prague,Alexandru Ioan Cuza University,626,"1343,6",9,1177769.69,Alexandru Ioan Cuza University,RO,Iasi,RO213,"47.1748687,27.5712428965192",16618,3015,3015,0,40000,5150,1985,7135,0,130863.2989,0.168903326,,,,,,,,,,
59,Czech Technical University Prague,West University of Timisoara,1259,"840,2",9,1120190.63,West University of Timisoara,RO,Timisoara,RO424,"45.7476982,21.2283814",7740,3244,1698,0,13805,2344,1630,3974,0,124465.6256,0.160645943,,,,,,,,,,
60,Czech Technical University Prague,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",1,"1162,9",2,1030937.5,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",RO,Targu Mures,RO125,"46.5549736,24.581610724795418",5919,3143,1309,0,11000,3803,382,4185,0,515468.75,0.147846199,,,,,,,,,,
61,Czech Technical University Prague,University of Craiova,1,"1156,5",13,966062.58,University of Craiova,RO,Craiova,RO411,"44.3190159,23.7965614",8205,3246,1653,0,23000,1664,525,2189,0,74312.50615,0.138542522,,,,,,,,,,
62,Czech Technical University Prague,University of Split,522,"1094,6",17,3030046.45,University of Split,HR,Split,HR035,"43.507775,16.4690500081942",15904,6252,4056,1,26000,2093,1415,3508,N/A,178238.0265,0.434537353,,,,,,,,,,
63,Czech Technical University Prague,UNIVERSITY OF RIJEKA,0,"831,7",12,1908024.95,University of Rijeka,HR,Rijeka,HR031,"45.28335145,14.537789935157118",14744,5403,3574,1,3000,1562,2058,3620,N/A,159002.0792,0.273628845,,,,,,,,,,
64,Czech Technical University Prague,Technical University Kosice,489,"668,5",13,2964780.5,Technical University Kosice,SK,Kosice,SK042,"48.7250478,20.4102986",13801,6791,2888,1,9999,1480,957,2437,0,228060.0385,0.425177597,,,,,,,,,,
65,Czech Technical University Prague,University of Pavol Jozef Safarik Kosice,530,"670,3",4,1838822.09,University of Pavol Jozef Safarik Kosice,SK,Kosice,SK042,"48.7200293,21.2573061",12454,4274,2361,1,7000,2183,1083,3266,0,459705.5225,0.2637045,,,,,,,,,,
1,Tallinn University of Technology,UNIVERSITY OF CYPRUS,1,"4359,9",123,58094901.65,UNIVERSITY OF CYPRUS,CY,Nicosia,CY000,"35.1739302,33.364726",16954,6697,4392,0,6875,1931,1902,3833,1,472316.2736,8.331359,,,,,,,,,,
2,Tallinn University of Technology,University of Tartu,1153,"184,6",135,52444253.64,University of Tartu,EE,Tartu,EE008,"58.3807628,26.7194208",34713,12022,7351,0,14000,2823,3227,6050,1,388475.9529,7.521002569,,,,,,,,,,
3,Tallinn University of Technology,University of Ljubljana,31,"2030,3",163,48273117.5,University of Ljubljana,SI,Ljubljana,SI041,"46.048973,14.5039794308021",70248,22010,14037,1,37615,10707,11649,22356,0,296154.0951,6.92282215,,,,,,,,,,
4,Tallinn University of Technology,Masaryk University Brno,15,"1528,9",89,42184054.1,Masaryk University Brno,CZ,Brno,CZ064,"49.1992954,16.5972215",44285,17393,10062,1,32271,8732,5926,14658,N/A,473978.136,6.049592801,,,,,,,,,,
5,Tallinn University of Technology,Charles University Prague,54,"1602,8",88,33702351.18,Charles University Prague,CZ,Praha 1,CZ010,"50.08647615,14.4246222336325",121755,40566,23309,1,49787,7433,8648,16081,N/A,382981.2634,4.833236288,,,,,,,,,,
6,Tallinn University of Technology,Czech Technical University Prague,16,"1607,4",81,32924004.68,Czech Technical University Prague,CZ,Praha,CZ010,"50.102175,14.3884697",36536,15092,6821,1,16217,2155,4021,6176,1,406469.1936,4.72161403,,,,,,,,,,
8,Tallinn University of Technology,University of Warsaw,16,"966,6",96,28918622.74,University of Warsaw,PL,WARSZAWA,PL911,"52.23961125,21.0173473017396",62301,19132,11114,1,42700,9547,6464,16011,1,301235.6535,4.147204333,,,,,,,,,,
9,Tallinn University of Technology,Brno University of Technology,3,"1526,7",60,27386453.32,Brno University of Technology,CZ,Brno Stred,CZ064,"49.1992954,16.5972215",24584,10565,4981,1,17975,4786,3799,8585,0,456440.8887,3.921027193,,,,,,,,,,
10,Tallinn University of Technology,National University of Science & Technology POLITEHNICA Bucharest,2,"2383,6",47,21262969.32,National University of Science & Technology POLITEHNICA Bucharest,RO,Bucharest,RO321,"44.4420231,26.0522546",38862,16158,5465,0,25469,1721,1644,3365,0,452403.6026,3.04430369,,,,,,,,,,
11,Tallinn University of Technology,Central European University,2,"1844,5",46,20575367.03,Central European University,HU,Budapest,HU110,"47.546344,18.9501556",5031,2653,515,0,1479,409,469,878,N/A,447290.5876,2.945856942,,,,,,,,,,
12,Tallinn University of Technology,Budapest University of Technology & Economics,50,"1841,7",62,19329058.92,Budapest University of Technology & Economics,HU,Budapest,HU110,"47.4813705,19.0556393",33370,9633,5349,0,20152,2801,3879,6680,0,311759.0148,2.767418064,,,,,,,,,,
13,Tallinn University of Technology,Cyprus University of Technology,1,"4428,5",54,19267425.71,Cyprus University of Technology,CY,Lemesos,CY000,"34.79489125,32.985589384508",5349,1745,1745,0,3280,639,572,1211,0,356804.1798,2.758593793,,,,,,,,,,
14,Tallinn University of Technology,Sofia University,0,"4324,7",34,19079908.91,Sofia University,BG,Sofia,BG411,"42.6978634,23.3221789",35,24,6,1,22490,1321,718,2039,0,561173.7915,2.731746269,,,,,,,,,,
15,Tallinn University of Technology,AGH University of Krakow,7,"1264,1",54,16553204.24,AGH University of Krakow,PL,Krakow,PL213,"50.0600082,19.924412",41427,16361,8756,1,20240,1950,2886,4836,0,306540.8193,2.369987935,,,,,,,,,,
16,Tallinn University of Technology,University of Latvia,117,"302,5",41,9299962.74,University of Latvia,LV,RIGA,LV006,"56.9493977,24.1051846",19782,7466,3496,1,15250,1824,3211,5035,0,226828.3595,1.331512568,,,,,,,,,,
17,Tallinn University of Technology,Warsaw University of Technology,22,"969,6",52,13923689.97,Warsaw University of Technology,PL,WARSZAWA,PL911,"52.22165395,21.0073577612511",43300,15433,7129,1,25021,2216,2715,4931,0,267763.2687,1.993509943,,,,,,,,,,
18,Tallinn University of Technology,Alexander Dubcek University Trencin,0,"1517,2",2,12689962.5,Alexander Dubcek University Trencin,SK,Trencin,SK022,"48.8986312,18.0474701",1813,824,486,1,2999,525,323,848,N/A,6344981.25,1.816872286,,,,,,,,,,
19,Tallinn University of Technology,Jagiellonian University,11,1265,52,11901816.01,Jagiellonian University,PL,Krakow,PL213,"50.0609779,19.9328423",77297,25822,15766,1,33549,6043,6706,12749,1,228881.0771,1.704030225,,,,,,,,,,
20,Tallinn University of Technology,Eötvös Loránd University,0,1843,28,11078888.54,Eötvös Loránd University,HU,Budapest,HU110,"47.490360949999996,19.058302460603027",28687,10656,7417,0,28542,4956,5719,10675,0,395674.5907,1.586208434,,,,,,,,,,
21,Tallinn University of Technology,Kaunas University of Technology,30,"564,6",44,10065665.09,Kaunas University of Technology,LT,Kaunas,LT022,"54.89877845,23.9126328823828",13691,4436,2525,1,16400,3463,2092,5555,0,228765.1157,1.441141212,,,,,,,,,,
22,Tallinn University of Technology,Technical University of Ostrava,1,"2428,4",26,9844313.6,Technical University of Ostrava,CZ,Ostrava Poruba,CZ080,"49.8336617,18.1636336",18131,8543,3774,1,23558,1799,3203,5002,0,378627.4462,1.409449441,,,,,,,,,,
23,Tallinn University of Technology,Polytechnic Zagreb,0,"2016,1",31,9400475.63,Polytechnic Zagreb,HR,Zagreb,HR050,"45.8010282,15.9708835",132,48,1,1,4300,,,,N/A,303241.1494,1.345903398,,,,,,,,,,
24,Tallinn University of Technology,Comenius University Bratislava,5,"1644,2",23,8495864.6,Comenius University Bratislava,SK,Bratislava,SK010,"48.1410559,17.1151675874717",34517,12980,7133,1,22817,5147,3815,8962,0,369385.4174,1.216386647,,,,,,,,,,
25,Tallinn University of Technology,Slovak University of Technology Bratislava,25,"1646,1",37,8072537.81,Slovak University of Technology Bratislava,SK,Bratislava,SK010,"48.1548901,17.1178281260007",23792,7705,2929,1,14500,1942,1445,3387,0,218176.6976,1.155777271,,,,,,,,,,
26,Tallinn University of Technology,Vilnius University,123,"594,4",36,8047928.93,Vilnius University,LT,Vilnius,LT011,"54.682708,25.2866715",28583,9744,6204,1,23517,6940,4372,11312,1,223553.5814,1.15225392,,,,,,,,,,
27,Tallinn University of Technology,Gdańsk University of Technology,0,851,20,7997194.85,Gdańsk University of Technology,PL,GDANSK,PL633,"54.3482259,18.6542888",22906,8024,5202,1,14816,2978,2314,5292,0,399859.7425,1.14499012,,,,,,,,,,
28,Tallinn University of Technology,"University of Chemistry & Technology, Prague",2,"1600,9",25,7476542.92,"University of Chemistry & Technology, Prague",CZ,Praha,CZ010,"50.103351,14.3898299",19911,5675,3184,1,3606,632,1405,2037,0,299061.7168,1.070446317,,,,,,,,,,
29,Tallinn University of Technology,University of Maribor,7,1903,32,6926672.29,University of Maribor,SI,Maribor,SI032,"46.55919145,15.6432871599097",20787,6941,6941,1,13988,2935,5453,8388,0,216458.5091,0.991719157,,,,,,,,,,
30,Tallinn University of Technology,Technical University of Cluj-Napoca,0,"1943,7",27,6678885.07,Technical University of Cluj-Napoca,RO,Cluj Napoca,RO113,"46.7692926,23.5856779",14422,2589,6119,0,18649,1314,927,2241,0,247366.1137,0.956242478,,,,,,,,,,
31,Tallinn University of Technology,Vytautas Magnus University,37,"568,9",16,2243583.75,Vytautas Magnus University,LT,Kaunas,LT022,"54.899158,23.91506",7931,2999,1769,1,5950,3412,2027,5439,0,140223.9844,0.321222788,,,,,,,,,,
32,Tallinn University of Technology,Riga Technical University,192,"304,6",30,6280618.51,Riga Technical University,LV,Riga,LV006,"56.9473335,24.1054291800387",10166,4538,2063,1,10745,2464,2579,5043,0,209353.9503,0.899221074,,,,,,,,,,
33,Tallinn University of Technology,Semmelweis University,3,"1844,6",26,5575205.96,Semmelweis University,HU,Budapest,HU110,"47.4812616,19.0830671",40126,11036,7439,0,9860,1435,1569,3004,1,214430.9985,0.79822436,,,,,,,,,,
34,Tallinn University of Technology,Poznań University of Technology,0,1269,17,5388254.48,Poznań University of Technology,PL,POZNAN,PL415,"52.39333805,16.9190716369255",18975,7010,3878,1,37013,2921,1406,4327,0,316956.1459,0.771457775,,,,,,,,,,
35,Tallinn University of Technology,Adam Mickiewicz University,19,"1275,4",30,4476852.14,Adam Mickiewicz University,PL,POZNAN,PL415,"52.40816565,16.9156127251945",33276,10413,6212,1,35901,5001,3278,8279,0,149228.4047,0.640968685,,,,,,,,,,
36,Tallinn University of Technology,Vilnius Gediminas Technical University,50,"596,7",21,1953341.4,Vilnius Gediminas Technical University,LT,Vilnius,LT011,"54.7216492,25.3375902203968",10284,4012,2011,1,8322,3520,2559,6079,0,93016.25714,0.279667639,,,,,,,,,,
37,Tallinn University of Technology,Silesian University of Technology,12,"1292,3",14,4455062.99,Silesian University of Technology,PL,GLIWICE,PL22A,"50.2901018,18.6768134289743",26930,11012,6491,1,18396,1867,1401,3268,0,318218.785,0.637849046,,,,,,,,,,
38,Tallinn University of Technology,Szeged University,14,"2008,6",22,4436448.26,Szeged University,HU,Szeged,HU333,"46.25008565,20.1465129427819",37535,9783,6029,0,22693,3388,3226,6614,0,201656.7391,0.635183901,,,,,,,,,,
39,Tallinn University of Technology,Wroclaw University of Science & Technology,2,"1308,7",27,4394292.98,Wroclaw University of Science & Technology,PL,Wroclaw,PL514,"51.1075006,17.0618875",37822,12250,6458,1,27072,3026,2558,5584,0,162751.5919,0.629148363,,,,,,,,,,
40,Tallinn University of Technology,University of Debrecen,7,"1711,1",36,3928536.47,University of Debrecen,HU,Debrecen,HU321,"47.55489855,21.6203548498905",33680,9532,5979,0,29045,2147,2205,4352,0,109126.0131,0.562464155,,,,,,,,,,
41,Tallinn University of Technology,University of Pecs,4,"2025,8",11,3240164.06,University of Pecs,HU,Pecs,HU231,"46.07356355,18.2382739260927",22209,6433,4587,0,22000,2608,2049,4657,0,294560.3691,0.463907146,,,,,,,,,,
42,Tallinn University of Technology,University of Gdansk,23,"853,8",12,3671677.64,University of Gdansk,PL,GDANSK,PL633,"54.3998329,18.5680212",18595,6221,4017,1,28625,2057,1661,3718,0,305973.1367,0.525688657,,,,,,,,,,
43,Tallinn University of Technology,Warsaw University of Life Sciences,6,"970,2",17,3463222.01,Warsaw University of Life Sciences,PL,Warszawa,PL911,"52.1651683,21.0484023995429",16991,6697,4428,1,15736,1749,1896,3645,0,203718.9418,0.495843237,,,,,,,,,,
44,Tallinn University of Technology,University of Bucharest,5,"2386,6",27,3451021.61,University of Bucharest,RO,Bucuresti,RO321,"44.4361414,26.1027202",27889,9183,9183,0,34000,2123,1848,3971,0,127815.6152,0.494096458,,,,,,,,,,
45,Tallinn University of Technology,Medical University of Bialystok,1,"812,3",1,3139200,Medical University of Bialystok,PL,Bialystok,PL841,"53.132437,23.1659857",11174,4271,2933,1,5494,323,77,400,0,3139200,0.449451721,,,,,,,,,,
46,Tallinn University of Technology,Babes Bolyai University from Cluj,16,"1944,4",16,3429908.06,Babes Bolyai University from Cluj,RO,Cluj Napoca,RO113,"46.7693367,23.5900604",27843,10308,5644,0,48620,5149,3819,8968,N/A,214369.2538,0.491073547,,,,,,,,,,
47,Tallinn University of Technology,Nicolaus Copernicus University,7,974,14,2737620.35,Nicolaus Copernicus University,PL,Torun,PL613,"53.0185,18.5708014",27894,9038,6324,1,24016,2379,2296,4675,0,195544.3107,0.391955969,,,,,,,,,,
48,Tallinn University of Technology,Lodz University of Technology,11,1096,13,2612464.44,Lodz University of Technology,PL,Lodz,PL711,"51.7687323,19.4569911",24168,7354,3874,1,12642,2657,2526,5183,0,200958.8031,0.3740369,,,,,,,,,,
49,Tallinn University of Technology,TECHNICAL UNIVERSITY OF SOFIA,0,2611,16,3323848.36,Technical University Sofia,BG,Sofia,BG411,"42.6977211,23.3225964",6168,2331,1099,1,9202,1788,705,2493,N/A,207740.5225,0.475888559,,,,,,,,,,
50,Tallinn University of Technology,Poznan University of Medical Sciences,1,"1269,5",7,2323038.57,Poznan University of Medical Sciences,PL,Poznan,PL415,"52.4094741,16.918422",19090,7260,5835,1,8000,528,425,953,0,331862.6529,0.33259865,,,,,,,,,,
51,Tallinn University of Technology,University of Zagreb,36,"2606,8",57,13961302.95,University of Zagreb,HR,Zagreb,HR050,"45.7982002,15.9703608",3515,1311,883,1,72480,,,,N/A,244935.1395,1.998895143,,,,,,,,,,
52,Tallinn University of Technology,University of Warmia & Mazury,3,"796,4",11,2215533.75,University of Warmia & Mazury,PL,OLSZTYN,PL622,"53.7766839,20.476507",21426,7088,4680,1,38350,4241,5123,9364,0,201412.1591,0.317206758,,,,,,,,,,
53,Tallinn University of Technology,University of Lodz,15,1085,17,2169549.13,University of Łódź,PL,LODZ,PL711,"51.8575538,19.4145321",10129,4147,2720,1,25000,804,1038,1842,0,127620.5371,0.310622958,,,,,,,,,,
54,Tallinn University of Technology,Wroclaw University of Environmental & Life Sciences,1,"1307,8",8,2037715.48,Wroclaw University of Environmental & Life Sciences,PL,Wroclaw,PL514,"51.111086,17.0637697",25895,11422,7570,1,8000,1230,627,1857,0,254714.435,0.291747811,,,,,,,,,,
55,Tallinn University of Technology,Medical University of Warsaw,4,"970,6",4,1912047.45,Medical University of Warsaw,PL,Warszawa,PL911,"52.2337172,21.0714156104111",11524,5678,3695,1,9764,1323,551,1874,0,478011.8625,0.273755421,,,,,,,,,,
56,Tallinn University of Technology,Iuliu Hatieganu University of Medicine & Pharmacy,8,"1943,1",13,2973457.64,Iuliu Hatieganu University of Medicine & Pharmacy,RO,Cluj-Napoca,RO113,"46.7693367,23.5900604",11524,5678,3695,0,7153,1323,551,1874,0,228727.5108,0.425721729,,,,,,,,,,
57,Tallinn University of Technology,Transylvania University of Brasov,1,"2205,2",7,1577328.75,Transylvania University of Brasov,RO,Brasov,RO122,"45.6453253,25.5887936",10697,4420,3058,0,20885,2031,1623,3654,0,225332.6786,0.225832416,,,,,,,,,,
58,Tallinn University of Technology,Alexandru Ioan Cuza University,8,"1903,3",9,1177769.69,Alexandru Ioan Cuza University,RO,Iasi,RO213,"47.1748687,27.5712428965192",16618,3015,3015,0,40000,5150,1985,7135,0,130863.2989,0.16862596,,,,,,,,,,
59,Tallinn University of Technology,West University of Timisoara,3,"2148,9",9,1120190.63,West University of Timisoara,RO,Timisoara,RO424,"45.7476982,21.2283814",7740,3244,1698,0,13805,2344,1630,3974,0,124465.6256,0.160382137,,,,,,,,,,
60,Tallinn University of Technology,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",0,"2045,8",2,1030937.5,"George Emil Palade University of Medicine, Pharmacy, Science, & Technology of Targu Mures",RO,Targu Mures,RO125,"46.5549736,24.581610724795418",5919,3143,1309,0,11000,3803,382,4185,0,515468.75,0.147603413,,,,,,,,,,
61,Tallinn University of Technology,University of Craiova,0,"2465,1",13,966062.58,University of Craiova,RO,Craiova,RO411,"44.3190159,23.7965614",8205,3246,1653,0,23000,1664,525,2189,0,74312.50615,0.138315013,,,,,,,,,,
62,Tallinn University of Technology,University of Split,5,"2407,9",17,3030046.45,University of Split,HR,Split,HR035,"43.507775,16.4690500081942",15904,6252,4056,1,26000,2093,1415,3508,N/A,178238.0265,0.433823774,,,,,,,,,,
